"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","HEALTHEXP","TOT","USD_CAP","A","2009",1915.544,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2010",1975.257,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2011",2081.778,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2012",2223.345,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2013",2238.455,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2014",2237.462,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2015",2309.13,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2016",2551.4,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2017",2666.404,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2018",2779.656,"E"
"SVN","HEALTHEXP","TOT","USD_CAP","A","2000",1463.19,"E"
"SVN","HEALTHEXP","TOT","USD_CAP","A","2001",1553.257,"E"
"SVN","HEALTHEXP","TOT","USD_CAP","A","2002",1736.558,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2003",1786.42,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2004",1858.078,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2005",1900.012,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2006",1984.836,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2007",2065.298,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2008",2297.536,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2009",2271.269,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2010",2318.485,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2011",2376.637,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2012",2431.003,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2013",2495.279,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2014",2499.108,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2015",2574.155,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2016",2682.92,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2017",2801.233,
"SVN","HEALTHEXP","TOT","USD_CAP","A","2018",2859.446,"P"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2000",538.81,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2001",575.609,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2002",612.625,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2003",586.175,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2004",630.868,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2005",661.548,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2006",738.721,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2007",814.279,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2008",884.206,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2009",933.768,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2010",987.223,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2011",1045.13,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2012",1096.497,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2013",1185.937,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2014",1282.215,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2015",1279.359,"E"
"BRA","HEALTHEXP","TOT","USD_CAP","A","2016",1281.617,"E"
"CHN","HEALTHEXP","TOT","USD_CAP","A","2000",94.671,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2001",100.256,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2002",115.508,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2003",132.308,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2004",148.743,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2005",169.945,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2006",189.809,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2007",212.374,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2008",258.325,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2009",314.292,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2010",351.867,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2011",415.95,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2012",481.612,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2013",541.019,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2014",589.536,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2015",640.583,
"CHN","HEALTHEXP","TOT","USD_CAP","A","2016",688.003,
"COL","HEALTHEXP","TOT","USD_CAP","A","2000",322.014,
"COL","HEALTHEXP","TOT","USD_CAP","A","2001",332.977,
"COL","HEALTHEXP","TOT","USD_CAP","A","2002",329.158,
"COL","HEALTHEXP","TOT","USD_CAP","A","2003",364.979,
"COL","HEALTHEXP","TOT","USD_CAP","A","2004",359.623,
"COL","HEALTHEXP","TOT","USD_CAP","A","2005",412.785,
"COL","HEALTHEXP","TOT","USD_CAP","A","2006",476.218,
"COL","HEALTHEXP","TOT","USD_CAP","A","2007",513.964,
"COL","HEALTHEXP","TOT","USD_CAP","A","2008",574.319,
"COL","HEALTHEXP","TOT","USD_CAP","A","2009",604.727,
"COL","HEALTHEXP","TOT","USD_CAP","A","2010",627.383,
"COL","HEALTHEXP","TOT","USD_CAP","A","2011",651.933,
"COL","HEALTHEXP","TOT","USD_CAP","A","2012",670.004,
"COL","HEALTHEXP","TOT","USD_CAP","A","2013",933.366,
"COL","HEALTHEXP","TOT","USD_CAP","A","2014",936.053,
"COL","HEALTHEXP","TOT","USD_CAP","A","2015",951.651,
"COL","HEALTHEXP","TOT","USD_CAP","A","2016",932.062,
"COL","HEALTHEXP","TOT","USD_CAP","A","2017",960.169,
"IND","HEALTHEXP","TOT","USD_CAP","A","2000",85.723,
"IND","HEALTHEXP","TOT","USD_CAP","A","2001",95.503,
"IND","HEALTHEXP","TOT","USD_CAP","A","2002",97.851,
"IND","HEALTHEXP","TOT","USD_CAP","A","2003",100.422,
"IND","HEALTHEXP","TOT","USD_CAP","A","2004",110.135,
"IND","HEALTHEXP","TOT","USD_CAP","A","2005",117.333,
"IND","HEALTHEXP","TOT","USD_CAP","A","2006",125.255,
"IND","HEALTHEXP","TOT","USD_CAP","A","2007",134.06,
"IND","HEALTHEXP","TOT","USD_CAP","A","2008",142.809,
"IND","HEALTHEXP","TOT","USD_CAP","A","2009",144.37,
"IND","HEALTHEXP","TOT","USD_CAP","A","2010",145.807,
"IND","HEALTHEXP","TOT","USD_CAP","A","2011",151.846,
"IND","HEALTHEXP","TOT","USD_CAP","A","2012",163.437,
"IND","HEALTHEXP","TOT","USD_CAP","A","2013",187.918,
"IND","HEALTHEXP","TOT","USD_CAP","A","2014",189.57,
"IND","HEALTHEXP","TOT","USD_CAP","A","2015",194.207,
"IND","HEALTHEXP","TOT","USD_CAP","A","2016",208.772,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2000",61.298,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2001",75.286,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2002",70.206,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2003",82.077,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2004",84.33,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2005",111.931,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2006",125.408,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2007",152.294,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2008",162.04,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2009",174.102,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2010",212.676,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2011",233.749,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2012",243.762,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2013",259.073,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2014",284.636,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2015",278.063,
"IDN","HEALTHEXP","TOT","USD_CAP","A","2016",300.546,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2000",463.808,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2001",552.203,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2002",630.85,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2003",637.612,"E"
"LVA","HEALTHEXP","TOT","USD_CAP","A","2004",796.519,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2005",839.732,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2006",937.959,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2007",1084.439,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2008",1118.341,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2009",1009.286,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2010",1075.724,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2011",1077.558,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2012",1156.188,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2013",1229.691,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2014",1286.477,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2015",1405.023,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2016",1582.955,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2017",1649.277,
"LVA","HEALTHEXP","TOT","USD_CAP","A","2018",1748.537,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2000",573.903,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2001",605.969,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2002",711.87,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2003",816.535,"E"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2004",789.513,"B"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2005",885.726,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2006",1010.132,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2007",1158.653,"B"
"LTU","HEALTHEXP","TOT","USD_CAP","A","2008",1347.199,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2009",1326.402,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2010",1371.141,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2011",1484.753,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2012",1568.003,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2013",1662.577,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2014",1781.674,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2015",1917.586,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2016",2057.825,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2017",2182.469,
"LTU","HEALTHEXP","TOT","USD_CAP","A","2018",2415.823,"P"
"RUS","HEALTHEXP","TOT","USD_CAP","A","2000",446.85,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2001",482.047,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2002",580.925,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2003",588.887,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2004",624.367,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2005",704.441,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2006",858.191,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2007",987.348,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2008",1202.237,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2009",1209.428,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2010",1205.122,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2011",1358.963,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2012",1498.673,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2013",1405.386,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2014",1508.922,"B"
"RUS","HEALTHEXP","TOT","USD_CAP","A","2015",1424.522,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2016",1419.473,
"RUS","HEALTHEXP","TOT","USD_CAP","A","2017",1513.667,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2000",503.801,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2001",527.001,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2002",531.567,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2003",558.737,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2004",581.239,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2005",613.112,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2006",665.307,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2007",705.318,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2008",757.062,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2009",792.189,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2010",865.455,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2011",921.673,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2012",971.706,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2013",995.6,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2014",1038.903,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2015",1075.208,
"ZAF","HEALTHEXP","TOT","USD_CAP","A","2016",1071.555,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2003",2210.521167,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2004",2352.908861,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2005",2439.394944,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2006",2580.40575,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2007",2733.358056,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2008",2905.834056,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2009",2998.850472,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2010",3079.891417,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2011",3164.599694,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2012",3283.21725,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2013",3403.556444,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2014",3480.485861,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2015",3586.057556,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2016",3715.241694,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2017",3854.404417,
"OAVG","HEALTHEXP","TOT","USD_CAP","A","2018",3992.349611,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2000",490.272,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2001",497.176,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2002",547.758,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2003",589.986,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2004",597.78,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2005",631.851,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2006",727.44,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2007",813.71,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2008",914.626,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2009",953.045,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2010",1037.144,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2011",1111.038,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2012",1128.683,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2013",1136.607,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2014",1197.279,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2015",1254.069,
"CRI","HEALTHEXP","TOT","USD_CAP","A","2016",1284.833,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2000",386.235,"E"
"BGR","HEALTHEXP","TOT","USD_CAP","A","2001",482.964,"E"
"BGR","HEALTHEXP","TOT","USD_CAP","A","2002",570.815,"E"
"BGR","HEALTHEXP","TOT","USD_CAP","A","2003",626.094,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2004",655.617,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2005",711.303,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2006",725.534,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2007",780.819,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2008",872.776,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2009",899.048,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2010",1032.312,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2011",1137.574,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2012",1256.274,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2013",1359.098,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2014",1550.423,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2015",1576.52,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2016",1713.23,
"BGR","HEALTHEXP","TOT","USD_CAP","A","2017",1782.754,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2000",828.344,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2001",848.242,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2002",826.44,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2003",898.086,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2004",986.343,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2005",1058.367,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2006",1176.77,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2007",1391.299,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2008",1550.573,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2009",1556.025,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2010",1561.342,"E"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2011",1504.655,"B"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2012",1548.452,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2013",1359.842,"B"
"HRV","HEALTHEXP","TOT","USD_CAP","A","2014",1426.643,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2015",1506.211,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2016",1638.754,
"HRV","HEALTHEXP","TOT","USD_CAP","A","2017",1715.53,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2000",1153.804,"E"
"CYP","HEALTHEXP","TOT","USD_CAP","A","2001",1227.595,"E"
"CYP","HEALTHEXP","TOT","USD_CAP","A","2002",1361.169,"E"
"CYP","HEALTHEXP","TOT","USD_CAP","A","2003",1399.818,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2004",1428.069,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2005",1484.064,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2006",1574.796,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2007",1712.324,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2008",2041.556,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2009",2074.905,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2010",1986.19,"B"
"CYP","HEALTHEXP","TOT","USD_CAP","A","2011",2059.757,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2012",2035.371,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2013",2020.538,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2014",1997.522,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2015",2066.809,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2016",2187.812,
"CYP","HEALTHEXP","TOT","USD_CAP","A","2017",2276.756,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2000",1204.592,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2001",1304.615,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2002",1552.463,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2003",1685.263,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2004",1760.739,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2005",1938.219,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2006",1992.898,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2007",2010.64,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2008",2018.255,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2009",2026.139,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2010",2193.748,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2011",2327.494,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2012",2551.614,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2013",2803.195,"E"
"MLT","HEALTHEXP","TOT","USD_CAP","A","2014",2980.408,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2015",3216.339,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2016",3398.83,
"MLT","HEALTHEXP","TOT","USD_CAP","A","2017",3714.601,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2000",257.144,"E"
"ROU","HEALTHEXP","TOT","USD_CAP","A","2001",305.267,"E"
"ROU","HEALTHEXP","TOT","USD_CAP","A","2002",362.508,"E"
"ROU","HEALTHEXP","TOT","USD_CAP","A","2003",437.585,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2004",527.885,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2005",542.402,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2006",577.427,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2007",684.287,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2008",834.548,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2009",843.73,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2010",978.707,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2011",833.251,"B"
"ROU","HEALTHEXP","TOT","USD_CAP","A","2012",889.512,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2013",1035.044,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2014",1047.791,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2015",1087.612,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2016",1229.375,
"ROU","HEALTHEXP","TOT","USD_CAP","A","2017",1399.628,
