VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2015,2015,83.9,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2016,2016,83.6,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2017,2017,74.1,B,Break
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2005,2005,18.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2006,2006,18,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2007,2007,18.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2008,2008,17.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2009,2009,17.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2010,2010,17,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2011,2011,17.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2012,2012,18.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2013,2013,19.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2014,2014,17.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2015,2015,18.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2016,2016,19.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2017,2017,19.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2005,2005,13.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2006,2006,14.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2007,2007,14.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2008,2008,14.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2009,2009,14.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2010,2010,14.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2011,2011,14.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2012,2012,15.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2013,2013,15.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2014,2014,15.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2015,2015,15.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2016,2016,15.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2017,2017,15.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),MEX,Mexico,2005,2005,65.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),MEX,Mexico,2006,2006,65.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2005,2005,45.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2006,2006,48,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2007,2007,45.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2008,2008,48.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2009,2009,47.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2010,2010,49.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2011,2011,49.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2012,2012,48,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2013,2013,46.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2014,2014,45.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2015,2015,46.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2016,2016,47.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),PRT,Portugal,2017,2017,48.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2005,2005,18.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2006,2006,18.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2007,2007,17.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2008,2008,17.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2009,2009,15.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2010,2010,16.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2011,2011,16.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2012,2012,15.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2013,2013,15.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2014,2014,16.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2015,2015,17.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2016,2016,19.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SWE,Sweden,2017,2017,17.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2005,2005,53.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2006,2006,56.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2007,2007,57.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2008,2008,58.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2009,2009,59.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2010,2010,59.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2011,2011,60.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2012,2012,63.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2013,2013,64.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2014,2014,64.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2015,2015,64.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2016,2016,64.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVN,Slovenia,2017,2017,65.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2005,2005,18.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2006,2006,17.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2007,2007,17.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2008,2008,17.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2009,2009,17.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2010,2010,17.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2011,2011,16.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2012,2012,16.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2013,2013,17.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2014,2014,15.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2015,2015,16,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2016,2016,17.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),BEL,Belgium,2017,2017,17,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2005,2005,66.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2006,2006,67.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2007,2007,67.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2008,2008,72.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2009,2009,70.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2010,2010,71.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2011,2011,75.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2012,2012,74.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2013,2013,71.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2014,2014,72.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2015,2015,72.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2016,2016,72.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ESP,Spain,2017,2017,74.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2006,2006,21.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2007,2007,19.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2008,2008,20.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2009,2009,21.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2010,2010,20.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2011,2011,20.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2012,2012,19.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2013,2013,20.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2014,2014,20.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2015,2015,21.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2016,2016,21.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),TUR,Turkey,2017,2017,21.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2007,2007,11,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2011,2011,10.7,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2014,2014,10.4,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),AUS,Australia,2017,2017,11,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2005,2005,43.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2008,2008,43.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2009,2009,44.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2010,2010,37.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2011,2011,36.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2012,2012,33.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2013,2013,35.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2014,2014,32.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2015,2015,32.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2016,2016,32.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2017,2017,29.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2007,2007,84,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2008,2008,81.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2009,2009,80.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2010,2010,81.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2011,2011,81.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2012,2012,81.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2013,2013,80.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2014,2014,78.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2015,2015,79.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2016,2016,77.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHE,Switzerland,2017,2017,80.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2005,2005,28.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2006,2006,27.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2007,2007,26.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2008,2008,25.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2009,2009,26.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2010,2010,25.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2011,2011,28,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2012,2012,26.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2013,2013,27.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2014,2014,27.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2015,2015,27.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2016,2016,27.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2017,2017,27.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2018,2018,27.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2005,2005,77.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2006,2006,76.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2007,2007,76.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2008,2008,76,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2009,2009,75.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2010,2010,75.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2011,2011,76.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2012,2012,74.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2013,2013,73.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2014,2014,73.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2015,2015,74.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2016,2016,73.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),GRC,Greece,2017,2017,74,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2005,2005,30.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2006,2006,29.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2007,2007,29.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2008,2008,24.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2009,2009,23.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2010,2010,22.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2011,2011,23.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2012,2012,21.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2013,2013,22.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2014,2014,22.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2015,2015,21.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2016,2016,21.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2017,2017,21.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2005,2005,79.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2006,2006,80.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2007,2007,79.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2008,2008,80.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2009,2009,80.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2010,2010,77.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2011,2011,77.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2012,2012,76.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2013,2013,76.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2014,2014,76.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2015,2015,76.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2016,2016,76.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2006,2006,40.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2009,2009,34.6,B; D,Break; Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2013,2013,29.9,B; D,Break; Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2015,2015,35.4,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2017,2017,33.7,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2005,2005,58.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2006,2006,56.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2007,2007,63.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2008,2008,63.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2009,2009,63.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2010,2010,66.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2011,2011,64.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2012,2012,68,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2013,2013,66.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2014,2014,67.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2015,2015,65.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2016,2016,70.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ITA,Italy,2017,2017,77,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2005,2005,21.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2006,2006,21.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2007,2007,23.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2008,2008,23.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2009,2009,23.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2010,2010,24.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2011,2011,23.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2012,2012,26.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2013,2013,28.7,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2014,2014,24.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2015,2015,24.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2016,2016,23.9,,
